"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35"
    1,     13,      21177,      12082,       9095,   0.969066,          0,          0,          0,          0,          0,        576,          0,        606,          0,       1429,          0,       1426,          0,          0,          0,          0,          0,        617,          0,        635,          0,       1524,          0,       1538,          0,          0,          0,          0,        390,       1683,        672,       1001,        785,       4267,       1694,       2334
    1,     14,      20968,      12048,       8920,   0.990131,          0,          0,          0,          0,          0,        558,          0,        595,          0,       1433,          0,       1433,          0,          0,          0,          0,          0,        576,          0,        606,          0,       1429,          0,       1426,          0,          0,          0,          0,        339,       1787,        652,        993,        689,       4504,       1606,       2342
    1,     15,      21813,      12740,       9073,   1.040300,          0,          0,          0,          0,          0,        667,          0,        704,          0,       1595,          0,       1551,          0,          0,          0,          0,          0,        558,          0,        595,          0,       1433,          0,       1433,          0,          0,          0,          0,        353,       1873,        698,       1022,        769,       4636,       1661,       2265
    1,     16,      22082,      12609,       9473,   1.012332,          0,          0,          0,          0,          0,        687,          0,        677,          0,       1466,          0,       1590,          0,          0,          0,          0,          0,        667,          0,        704,          0,       1595,          0,       1551,          0,          0,          0,          0,        482,       1673,        690,       1025,        988,       4336,       1678,       2273
    1,     17,      22241,      12666,       9575,   1.007200,          0,          0,          0,          0,          0,        676,          0,        646,          0,       1562,          0,       1556,          0,          0,          0,          0,          0,        687,          0,        677,          0,       1466,          0,       1590,          0,          0,          0,          0,        498,       1645,        730,       1085,       1033,       4397,       1644,       2349
    1,     18,      24174,      13730,      10444,   1.086912,          0,          0,          0,          0,          0,        813,          0,        768,          0,       1830,          0,       1872,          0,          0,          0,          0,          0,        676,          0,        646,          0,       1562,          0,       1556,          0,          0,          0,          0,        568,       1745,        902,       1117,       1290,       4397,       2002,       2430
    1,     19,      24453,      13259,      11194,   1.011541,          0,          0,          0,          0,          0,        717,          0,        775,          0,       1690,          0,       1701,          0,          0,          0,          0,          0,        813,          0,        768,          0,       1830,          0,       1872,          0,          0,          0,          0,        711,       1526,        957,       1093,       1668,       3758,       2100,       2474
    1,     20,      24573,      13278,      11295,   1.004907,          0,          0,          0,          0,          0,        722,          0,        736,          0,       1660,          0,       1674,          0,          0,          0,          0,          0,        717,          0,        775,          0,       1690,          0,       1701,          0,          0,          0,          0,        702,       1615,       1043,       1113,       1593,       3971,       2261,       2600
    1,     21,      24162,      13060,      11102,   0.983274,          0,          0,          0,          0,          0,        691,          0,        717,          0,       1631,          0,       1621,          0,          0,          0,          0,          0,        722,          0,        736,          0,       1660,          0,       1674,          0,          0,          0,          0,        627,       1656,       1019,       1122,       1438,       4041,       2218,       2589
    1,     22,      23125,      12622,      10503,   0.957081,          0,          0,          0,          0,          0,        655,          0,        646,          0,       1487,          0,       1447,          0,          0,          0,          0,          0,        691,          0,        717,          0,       1631,          0,       1621,          0,          0,          0,          0,        534,       1714,        895,       1112,       1223,       4151,       2080,       2521
    1,     23,      23754,      13208,      10546,   1.027200,          0,          0,          0,          0,          0,        703,          0,        754,          0,       1679,          0,       1647,          0,          0,          0,          0,          0,        655,          0,        646,          0,       1487,          0,       1447,          0,          0,          0,          0,        497,       1870,        929,       1102,       1072,       4634,       2203,       2429
    1,     24,      23092,      12705,      10387,   0.972131,          0,          0,          0,          0,          0,        666,          0,        624,          0,       1500,          0,       1499,          0,          0,          0,          0,          0,        703,          0,        754,          0,       1679,          0,       1647,          0,          0,          0,          0,        537,       1769,        899,       1020,       1152,       4294,       2023,       2326
    1,     25,      22850,      12822,      10028,   0.989520,          0,          0,          0,          0,          0,        681,          0,        653,          0,       1546,          0,       1569,          0,          0,          0,          0,          0,        666,          0,        624,          0,       1500,          0,       1499,          0,          0,          0,          0,        464,       1899,        819,       1073,       1001,       4570,       1904,       2382
    1,     26,      23608,      13350,      10258,   1.033173,          0,          0,          0,          0,          0,        737,          0,        713,          0,       1715,          0,       1705,          0,          0,          0,          0,          0,        681,          0,        653,          0,       1546,          0,       1569,          0,          0,          0,          0,        474,       1940,        852,       1010,       1075,       4574,       2036,       2328
    1,     27,      22913,      12774,      10139,   0.970561,          0,          0,          0,          0,          0,        677,          0,        673,          0,       1534,          0,       1448,          0,          0,          0,          0,          0,        737,          0,        713,          0,       1715,          0,       1705,          0,          0,          0,          0,        537,       1813,        803,        994,       1209,       4171,       1821,       2363
    1,     28,      21673,      12252,       9421,   0.945882,          0,          0,          0,          0,          0,        582,          0,        591,          0,       1369,          0,       1335,          0,          0,          0,          0,          0,        677,          0,        673,          0,       1534,          0,       1448,          0,          0,          0,          0,        420,       1898,        715,        995,        855,       4538,       1695,       2348
    1,     29,      21331,      12387,       8944,   0.984220,          0,          0,          0,          0,          0,        593,          0,        615,          0,       1361,          0,       1380,          0,          0,          0,          0,          0,        582,          0,        591,          0,       1369,          0,       1335,          0,          0,          0,          0,        326,       2053,        688,       1041,        675,       4922,       1572,       2228
    1,     30,      23872,      14008,       9864,   1.119122,          0,          0,          0,          0,          0,        792,          0,        808,          0,       1845,          0,       1841,          0,          0,          0,          0,          0,        593,          0,        615,          0,       1361,          0,       1380,          0,          0,          0,          0,        406,       2132,        828,       1041,        940,       5121,       1931,       2238
