"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35"
    1,     10,       7256,       6308,        948,   0.997937,          0,          0,          0,          0,          0,        103,          0,        108,          0,        998,          0,       1011,          0,          0,          0,          0,          0,         77,          0,         59,          0,        649,          0,        618,          0,          0,          0,          0,          1,        148,         13,        131,         78,       1690,        338,       1234
    1,     11,       7337,       6396,        941,   1.011163,          0,          0,          0,          0,          0,        107,          0,         93,          0,        960,          0,        919,          0,          0,          0,          0,          0,         67,          0,         66,          0,        770,          0,        741,          0,          0,          0,          0,          2,        149,         14,        136,        101,       1635,        308,       1269
    1,     12,       7443,       6464,        979,   1.014447,          0,          0,          0,          0,          0,        126,          0,        102,          0,       1016,          0,        996,          0,          0,          0,          0,          0,         70,          0,         62,          0,        707,          0,        636,          0,          0,          0,          0,          1,        133,          9,        125,         78,       1786,        328,       1268
    1,     13,       7582,       6556,       1026,   1.018675,          0,          0,          0,          0,          0,         92,          0,        105,          0,        981,          0,        928,          0,          0,          0,          0,          0,         92,          0,         71,          0,        756,          0,        754,          0,          0,          0,          0,          3,        137,         11,        128,        123,       1764,        335,       1302
    1,     14,       8014,       6876,       1138,   1.056977,          0,          0,          0,          0,          0,        146,          0,        113,          0,       1064,          0,       1137,          0,          0,          0,          0,          0,         57,          0,         77,          0,        729,          0,        678,          0,          0,          0,          0,          5,        152,         11,        131,        108,       1860,        362,       1384
    1,     15,       7921,       6771,       1150,   0.988395,          0,          0,          0,          0,          0,        110,          0,        110,          0,       1054,          0,       1074,          0,          0,          0,          0,          0,         93,          0,         77,          0,        745,          0,        793,          0,          0,          0,          0,          7,        132,         16,        111,        145,       1775,        370,       1309
    1,     16,       7967,       6832,       1135,   1.005807,          0,          0,          0,          0,          0,        121,          0,        127,          0,       1066,          0,       1071,          0,          0,          0,          0,          1,         68,          0,         73,          0,        757,          0,        766,          0,          0,          0,          0,         10,        141,         16,        109,        125,       1799,        371,       1346
    1,     17,       7990,       6806,       1184,   1.002887,          0,          0,          0,          0,          0,        124,          0,        131,          0,       1075,          0,       1090,          0,          0,          0,          0,          0,         68,          0,         89,          0,        770,          0,        768,          0,          0,          0,          0,          5,        149,         24,        117,        118,       1771,        374,       1317
    1,     18,       7993,       6826,       1167,   1.000376,          0,          0,          0,          0,          0,        120,          0,        131,          0,       1111,          0,       1024,          0,          0,          0,          0,          0,         89,          0,         95,          0,        758,          0,        775,          0,          0,          0,          0,         15,        149,         39,        133,        131,       1753,        383,       1287
    1,     19,       8523,       7122,       1401,   1.066308,          0,          0,          0,          0,          0,        158,          0,        137,          0,       1084,          0,       1183,          0,          0,          0,          0,          0,         96,          0,         87,          0,        849,          0,        785,          0,          0,          0,          0,         19,        184,         41,        146,        149,       1852,        378,       1375
    1,     20,       8434,       7090,       1344,   0.989558,          0,          0,          0,          0,          0,        136,          0,        120,          0,        982,          0,       1017,          0,          0,          0,          0,          0,        125,          0,         98,          0,        807,          0,        886,          0,          0,          0,          0,         30,        177,         48,        162,        186,       1869,        386,       1405
    1,     21,       8624,       7283,       1341,   1.022528,          0,          0,          0,          0,          0,        174,          0,        136,          0,       1098,          0,       1163,          0,          0,          0,          0,          0,         96,          0,         85,          0,        711,          0,        700,          0,          0,          0,          0,         16,        234,         48,        181,        118,       2003,        393,       1468
    1,     22,       9144,       7583,       1561,   1.060297,          0,          0,          0,          0,          0,        189,          0,        172,          0,       1200,          0,       1176,          0,          0,          0,          0,          0,        147,          0,        102,          0,        813,          0,        871,          0,          0,          0,          0,         42,        236,         57,        181,        176,       1955,        418,       1409
    1,     23,       9121,       7479,       1642,   0.997485,          0,          0,          0,          0,          0,        184,          0,        167,          0,       1092,          0,       1155,          0,          0,          0,          0,          0,        156,          0,        123,          0,        878,          0,        836,          0,          0,          0,          0,         40,        292,         68,        187,        225,       1836,        436,       1446
    1,     24,       9113,       7576,       1537,   0.999123,          0,          0,          0,          0,          0,        203,          0,        181,          0,       1071,          0,       1127,          0,          0,          0,          0,          0,        152,          0,        125,          0,        751,          0,        830,          0,          0,          0,          0,         55,        328,         86,        201,        126,       2030,        417,       1430
    1,     25,       9107,       7715,       1392,   0.999342,          0,          0,          0,          0,          0,        195,          0,        193,          0,       1012,          0,       1067,          0,          0,          0,          0,          0,        146,          0,        132,          1,        784,          0,        844,          0,          0,          0,          0,         51,        351,         77,        227,         93,       2041,        395,       1498
    1,     26,       9133,       7834,       1299,   1.002855,          0,          0,          0,          0,          0,        186,          0,        186,          0,       1037,          0,       1062,          0,          0,          0,          0,          0,        148,          0,        137,          0,        732,          0,        804,          0,          0,          0,          0,         32,        362,         74,        230,         78,       2085,        426,       1554
    1,     27,       9084,       7746,       1338,   0.994635,          0,          0,          0,          0,          0,        176,          0,        187,          0,        963,          0,       1004,          0,          0,          0,          0,          0,        141,          0,        135,          0,        784,          0,        787,          0,          0,          0,          0,         22,        407,         64,        247,         67,       2105,        375,       1620
    1,     28,       9888,       8285,       1603,   1.088507,          0,          0,          0,          0,          0,        250,          0,        246,          0,       1252,          0,       1259,          0,          0,          0,          0,          0,        145,          0,        153,          0,        717,          0,        734,          0,          0,          0,          0,         22,        461,         77,        273,         75,       2186,        459,       1579
    1,     29,       9829,       8069,       1760,   0.994033,          0,          0,          0,          0,          0,        236,          0,        239,          0,       1105,          0,       1158,          0,          0,          0,          0,          0,        189,          0,        195,          0,        905,          0,        887,          0,          0,          0,          0,         91,        395,        103,        288,        176,       1967,        457,       1438
    1,     30,       9751,       8028,       1723,   0.992064,          0,          0,          0,          0,          0,        232,          0,        245,          0,       1109,          0,       1157,          0,          0,          0,          0,          0,        191,          0,        198,          0,        763,          0,        835,          0,          0,          0,          0,         82,        435,        126,        308,        151,       2023,        443,       1453
