"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35"
    2,     19,      21640,      12115,       9525,   0.945887,          0,          0,          0,          0,          0,        587,          0,        605,          0,       1455,          0,       1276,          0,          0,          0,          0,          0,        694,          0,        773,          0,       1706,          0,       1663,          0,          0,          0,          0,        489,       1626,        669,       1015,       1072,       4085,       1604,       2321
    2,     20,      22226,      12784,       9442,   1.027079,          0,          0,          0,          0,          0,        674,          0,        726,          0,       1577,          0,       1530,          0,          0,          0,          0,          0,        587,          0,        605,          0,       1455,          0,       1276,          0,          0,          0,          0,        398,       1870,        740,       1103,        865,       4741,       1711,       2368
    2,     21,      24096,      13784,      10312,   1.084136,          0,          0,          0,          0,          0,        805,          0,        765,          0,       1825,          0,       1834,          0,          0,          0,          0,          0,        674,          0,        726,          0,       1577,          0,       1530,          0,          0,          0,          0,        559,       1766,        883,       1055,       1209,       4676,       1999,       2213
    2,     22,      24032,      13024,      11008,   0.997344,          0,          0,          0,          0,          0,        699,          0,        727,          0,       1624,          0,       1583,          0,          0,          0,          0,          0,        805,          0,        765,          0,       1825,          0,       1834,          0,          0,          0,          0,        714,       1494,        921,       1155,       1588,       3929,       2004,       2365
    2,     23,      25060,      13690,      11370,   1.042776,          0,          0,          0,          0,          0,        787,          0,        791,          0,       1795,          0,       1807,          0,          0,          0,          0,          0,        699,          0,        727,          0,       1624,          0,       1583,          0,          0,          0,          0,        685,       1725,       1049,       1135,       1538,       4285,       2273,       2557
    2,     24,      24897,      13272,      11625,   0.993496,          0,          0,          0,          0,          0,        753,          0,        728,          0,       1730,          0,       1661,          0,          0,          0,          0,          0,        787,          0,        791,          0,       1795,          0,       1807,          0,          0,          0,          0,        783,       1554,       1014,       1162,       1682,       3904,       2268,       2478
    2,     25,      22325,      12130,      10195,   0.896694,          0,          0,          0,          0,          0,        572,          0,        573,          0,       1322,          0,       1367,          0,          0,          0,          0,          0,        753,          0,        728,          0,       1730,          0,       1661,          0,          0,          0,          0,        519,       1638,        854,       1110,       1172,       3976,       1880,       2470
    2,     26,      24301,      13889,      10412,   1.088511,          0,          0,          0,          0,          0,        786,          0,        786,          0,       1823,          0,       1893,          0,          0,          0,          0,          0,        572,          0,        573,          0,       1322,          0,       1367,          0,          0,          0,          0,        390,       2120,       1054,       1058,        981,       4909,       2219,       2448
    2,     27,      24172,      13173,      10999,   0.994692,          0,          0,          0,          0,          0,        685,          0,        671,          0,       1641,          0,       1677,          0,          0,          0,          0,          0,        786,          0,        786,          0,       1823,          0,       1893,          0,          0,          0,          0,        619,       1737,        954,       1039,       1473,       3977,       2097,       2314
    2,     28,      24564,      13463,      11101,   1.016217,          0,          0,          0,          0,          0,        800,          0,        710,          0,       1669,          0,       1713,          0,          0,          0,          0,          0,        685,          0,        671,          0,       1641,          0,       1677,          0,          0,          0,          0,        625,       1849,        965,       1130,       1423,       4235,       2256,       2515
    2,     29,      25199,      13673,      11526,   1.025851,          0,          0,          0,          0,          0,        759,          0,        766,          0,       1745,          0,       1802,          0,          0,          0,          0,          0,        800,          0,        710,          0,       1669,          0,       1713,          0,          0,          0,          0,        723,       1769,       1039,       1069,       1507,       4219,       2396,       2513
    2,     30,      25511,      13645,      11866,   1.012381,          0,          0,          0,          0,          0,        768,          0,        737,          0,       1673,          0,       1777,          0,          0,          0,          0,          0,        759,          0,        766,          0,       1745,          0,       1802,          0,          0,          0,          0,        776,       1786,       1082,       1105,       1641,       4057,       2490,       2547
